Age,Work-class,Fnlwgt,Education,Education-num,Marital-stat,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-Country,"<=50k, >50k"
26,1,211596,2,9,3,7,1,1,1,0,0,40,1,0
32,1,48458,2,9,1,6,4,2,0,0,1669,45,1,0
58,1,201393,7,12,3,1,1,1,1,0,1876,40,1,0
25,2,136450,7,12,2,1,3,1,0,0,0,35,1,1
23,1,193586,6,10,1,1,4,1,0,0,0,25,1,0
23,1,91189,6,10,2,12,2,1,1,0,0,40,1,0
54,1,227832,6,10,2,1,2,1,1,0,0,40,1,0
28,1,271936,6,10,1,2,1,1,0,0,0,35,1,0
35,1,61343,1,13,2,6,2,1,1,0,0,40,1,1
30,1,157778,6,10,2,4,2,1,1,0,0,25,1,1
23,1,201680,14,8,2,7,2,1,1,0,0,40,1,0
42,1,228320,6,10,2,12,2,1,1,0,0,50,1,1
72,1,33404,13,6,5,1,1,1,0,0,0,20,1,0
21,1,103205,2,9,2,10,2,1,1,0,0,40,1,0
37,1,279029,1,13,1,7,1,1,1,0,0,40,1,0
54,1,213092,2,9,3,5,1,1,0,0,0,40,1,0
58,1,126104,4,14,3,1,1,1,0,0,1980,45,1,0
32,1,119124,1,13,1,4,4,1,1,0,0,40,1,0
65,1,31924,6,10,5,1,1,1,0,0,0,15,1,0
22,1,253799,1,13,2,10,2,1,1,0,0,45, ,0
52,1,266138,1,13,2,2,2,1,1,0,0,40, ,1
65,1,185001,13,6,5,6,1,1,0,0,0,20,1,0
33,2,34102,2,9,1,5,1,1,0,0,0,35,1,0
35,1,115214,2,9,1,10,5,1,1,6497,0,65,1,0
27,1,289484,6,10,1,1,4,1,0,0,0,40,1,0
34,6,287908,2,9,1,5,4,2,1,0,0,42,1,0
53,2,158284,2,9,2,6,2,1,1,0,0,70,1,0
23,1,60668,13,6,2,7,2,1,1,0,0,40,22,0
43,6,222978,10,16,6,4,5,1,0,0,0,40,1,1
58,1,244605,8,11,2,2,2,1,1,3908,0,40,1,0
38,1,150601,13,6,6,1,5,1,1,0,3770,40,1,0
26,1,199143,2,9,2,3,2,1,1,0,0,50,1,0
60,1,131681,1,13,2,2,2,1,1,0,0,50,1,1
28,1,346406,2,9,2,10,2,1,1,0,1672,50,1,0
33,4,391122,2,9,1,1,4,1,0,0,0,30,1,0
29,5,280344,6,10,2,8,2,1,1,0,0,40,1,0
54,6,188809,10,16,1,2,1,1,0,0,0,50,1,1
41,1,277488,9,4,2,9,2,1,1,0,0,36,1,0
63,2,181561,6,10,3,2,1,1,1,0,0,50,1,0
31,1,158545,2,9,2,1,3,1,0,0,0,27,1,0
23,1,313573,1,13,1,6,4,2,0,0,0,25,1,0
31,1,591711,6,10,4,8,1,2,1,0,0,40, ,0
41,1,268183,11,15,2,4,2,1,1,0,0,45,1,1
51,1,392286,2,9,2,8,2,1,1,0,0,40,1,1
59,1,233312,6,10,2,7,2,1,1,0,0,40,1,1
23,1,520231,6,10,1,4,1,1,0,0,0,45,1,0
24,2,186831,6,10,1,2,1,2,1,0,0,45,1,0
67,2,141085,2,9,3,4,1,1,0,0,0,20,1,0
65, ,198019,2,9,5, ,1,1,0,0,0,35,1,0
47,5,198660,1,13,2,4,2,1,1,0,0,40,1,1
21,1,409230,2,9,1,7,1,1,1,0,0,40,32,0
38,1,376025,9,4,2,9,2,1,1,0,0,40,1,0
55,1,80167,1,13,3,4,5,1,0,0,0,40,1,0
39,1,99357,4,14,3,4,4,1,0,1506,0,40,1,0
24,1,82847,2,9,6,5,5,1,0,0,0,50,22,1
24,1,22201,2,9,2,11,2,3,1,0,0,40,35,0
38,1,275223,6,10,2,6,2,1,1,7298,0,40,1,1
19,1,117595,2,9,1,5,4,1,1,0,0,24,1,0
32,1,207668,2,9,2,7,2,1,1,0,0,50,1,0
63,2,179981,6,10,2,2,2,1,1,0,0,60,1,1
18,1,192583,6,10,1,6,1,1,0,0,0,30,1,0
36,1,66304,6,10,2,8,2,1,1,0,0,45,1,0
41,1,200671,1,13,3,8,4,2,1,6497,0,40,1,0
57,1,32365,6,10,1,11,1,1,1,0,0,40,1,0
48,1,28497,2,9,2,7,2,1,1,0,0,40,1,0
44,1,222978,2,9,3,6,1,1,0,0,1504,40,1,0
25,1,160261,6,10,1,2,4,3,1,0,0,40,12,0
48,1,120724,14,8,2,2,2,1,1,0,0,50,1,0
20,1,91733,6,10,1,6,4,1,0,0,0,8,1,0
74,2,146929,2,9,2,6,2,1,1,0,0,55,1,0
44,1,205706,2,9,1,2,1,1,0,0,0,40,1,0
26,1,181666,6,10,2,10,3,1,0,0,0,40,1,0
54,5,279452,2,9,2,9,2,1,1,0,0,40,1,0
39,1,207568,2,9,2,3,2,1,1,0,0,48,1,1
38,1,22494,6,10,3,1,1,1,0,7443,0,40,1,0
18,1,210026,13,6,1,5,6,1,0,0,0,40,1,0
32,5,190889,4,14,1,4,1,4,0,0,0,40, ,0
24,1,109869,6,10,1,5,4,1,1,0,0,40,1,0
19,2,285263,5,5,1,4,1,1,1,0,0,35,21,0
28,1,192588,2,9,2,10,2,1,1,0,0,40,1,0
28,1,232945,2,9,6,3,1,4,1,0,0,30,1,0
49,5,31339,2,9,2,7,2,1,1,0,0,40,1,0
50,1,305147,1,13,2,7,2,1,1,0,0,40,1,0
63,1,188914,2,9,5,10,6,2,0,0,0,40,29,0
58,2,141165,2,9,2,9,2,1,1,0,0,50,1,0
68,3,136218,2,9,5,5,5,1,0,0,0,15,1,0
41,4,371382,6,10,2,2,2,2,1,0,0,40,1,1
21, ,199177,2,9,1, ,1,1,0,0,0,40,1,0
27,1,221366,6,10,2,4,2,1,1,3103,0,50,1,1
24,1,403671,1,13,1,4,1,1,1,0,0,40,1,0
50,1,193871,1,13,3,2,5,1,0,0,0,40,1,0
47,1,306183,6,10,3,5,4,1,0,0,0,44,1,0
64, ,159938,2,9,3, ,1,1,1,8614,0,40,1,1
54,1,124194,2,9,5,5,5,1,0,0,0,40,1,0
28,1,69847,1,13,1,1,4,3,0,0,0,30,1,0
26,6,169323,4,14,1,4,1,1,0,0,0,40,1,0
35,6,172327,1,13,6,2,1,1,1,0,0,42,1,0
48,1,118889,2,9,2,6,2,1,1,2885,0,15,1,0
50,1,166220,7,12,2,6,3,1,0,3942,0,40,1,0
39,1,186420,2,9,3,1,1,1,0,0,0,40,1,0
46,1,192779,1,13,1,6,1,1,1,0,0,45,1,1
41,1,105616,6,10,5,1,5,2,0,0,0,48,1,0
24,1,141113,9,4,2,6,2,1,1,2580,0,40,1,0
57,1,160275,2,9,3,7,1,1,1,0,0,40,1,0
32,1,164507,2,9,1,3,1,1,1,0,0,40,30,0
41,1,207578,7,12,2,2,2,2,1,0,0,50,8,1
55,1,314592,2,9,2,7,2,1,1,0,0,40,1,1
41, ,254630,8,11,3, ,1,1,1,0,0,80,1,0
69,1,159522,9,4,3,10,5,2,0,2964,0,40,1,0
22,1,112130,2,9,1,5,1,2,0,0,0,40,1,0
45,1,192835,2,9,2,5,2,1,1,3942,0,40,1,0
33,1,206280,2,9,1,1,1,2,1,0,0,40,1,0
57,1,308861,6,10,6,6,1,1,0,0,0,40,1,0
38,2,93206,1,13,2,2,2,3,1,0,1902,65,1,1
40,1,206066,2,9,2,7,2,1,1,0,0,50,1,0
48,2,309895,6,10,3,3,4,1,0,0,0,40,1,0
38,5,216129,6,10,4,2,5,2,0,0,0,35,1,0
26,6,287420,1,13,1,4,1,1,0,0,0,60,1,0
24,1,163595,2,9,1,10,4,1,1,0,0,40,1,0
35,1,170092,2,9,4,5,5,2,0,0,0,20,1,0
37,1,287031,6,10,2,7,2,1,1,5178,0,75,1,1
42,1,59474,2,9,3,10,1,1,1,0,0,40,1,0
37,1,99151,2,9,2,1,3,1,0,0,0,40,1,1
37,1,206888,2,9,1,2,1,1,0,0,0,50,1,0
28,1,177119,4,14,1,2,1,1,0,0,0,80, ,0
22,1,173736,2,9,2,7,2,1,1,0,0,40,1,0
24,1,182163,3,7,1,1,1,1,0,0,0,40,6,0
45,5,311080,6,10,2,1,2,1,1,0,0,40,1,1
29,2,389857,2,9,1,7,1,1,1,0,0,50,1,1
23,1,297152,6,10,1,1,4,2,0,0,0,25,1,0
24,4,130534,1,13,1,2,1,1,1,0,0,40,1,0
25,1,137301,7,12,1,4,4,1,0,0,0,40,1,0
58,1,316235,2,9,3,6,6,1,0,0,0,32,1,0
28,3,32922,8,11,1,6,1,1,1,0,0,60,1,0
58,1,118303,2,9,5,6,1,1,0,0,0,35,1,1
18,1,188241,3,7,1,5,4,1,1,0,0,16,1,0
59,1,236731,9,4,2,11,2,1,1,0,0,40,4,0
39,1,209397,2,9,3,1,5,1,0,0,0,40,1,0
53,3,290640,6,10,2,6,2,1,1,0,0,50,1,1
54,1,221915,11,15,1,4,6,1,0,0,0,65,1,0
51,1,175246,2,9,2,8,2,1,1,0,0,50,1,1
59,1,159724,4,14,2,6,2,1,1,7298,0,55,1,1
42,6,160369,2,9,1,11,1,1,1,0,0,40,1,1
36,1,461337,6,10,2,1,3,1,0,0,0,40,1,0
37,1,187311,6,10,1,1,1,1,0,0,0,60,1,0
32,1,29312,6,10,1,3,4,1,1,0,0,40,1,0
38,2,197365,2,9,2,12,2,1,1,0,0,50,1,0
19,1,301747,2,9,6,1,4,1,0,0,0,30,1,0
55,5,135439,1,13,5,4,1,1,0,0,0,48,1,0
30,1,340917,2,9,1,7,1,1,1,0,0,40,1,0
27,1,155057,6,10,2,4,2,1,1,0,0,50,1,1
65, ,200749,2,9,2, ,2,1,1,0,0,25,1,0
44,1,323627,1,13,1,2,1,1,0,0,0,5,1,0
23, ,154921,12,3,1, ,1,1,1,0,0,50,1,0
32,1,131425,1,13,2,10,2,1,1,0,0,50,1,0
60,1,184242,2,9,4,5,5,1,0,0,0,20,1,0
28,1,149769,2,9,1,10,1,3,1,0,0,40,2,0
44,1,124924,2,9,2,2,2,1,1,0,0,40,21,0
29,1,253003,2,9,1,3,1,1,1,0,0,16,1,0
57,6,250976,2,9,2,7,2,1,1,0,0,40,1,0
41,1,104196,6,10,3,8,1,1,1,0,0,60,1,0
34,2,250182,3,7,2,8,2,1,1,0,0,60,1,0
44,1,188331,6,10,3,2,5,1,0,0,0,42,1,0
44,1,187322,1,13,3,8,1,1,1,0,0,40,1,0
57,1,130714,16,2,2,3,2,1,1,0,0,22,1,0
37,1,40955,1,13,1,4,1,1,1,0,0,30,1,0
35,1,107125,1,13,2,4,2,1,1,0,0,16,1,1
51,1,145714,4,14,2,2,2,1,1,99999,0,50, ,1
27,1,133937,6,10,1,2,1,1,1,0,0,45,1,0
41,6,293485,6,10,2,1,3,1,0,3103,0,40,1,1
28, ,203260,1,13,1, ,1,1,1,0,0,8,1,0
37,2,143368,10,16,2,4,2,1,1,0,0,60,1,0
18,1,51789,6,10,1,5,4,1,1,0,0,8,1,0
24,6,211049,9,4,1,12,5,1,0,0,0,20,1,0
53,1,81794,14,8,2,1,3,1,0,0,0,40,1,0
40,1,139193,2,9,3,10,1,1,1,0,1980,48,1,0
54,1,150999,6,10,3,10,1,1,1,0,0,60,1,0
22,1,332657,6,10,1,4,1,1,0,0,0,40,1,0
44,1,240043,13,6,4,1,5,2,0,0,0,30,1,0
43,1,186188,6,10,3,2,5,1,0,0,0,45,14,0
58,6,223400,1,13,2,4,3,1,0,0,0,20,1,1
59,5,102442,1,13,2,4,3,1,0,0,0,45,1,1
31,1,236599,1,13,2,2,2,1,1,0,0,45,1,1
35,1,283237,2,9,1,10,4,1,1,0,0,40,1,0
17,1,150106,13,6,1,6,4,1,0,0,0,20,1,0
45,1,102076,6,10,3,4,5,1,0,0,0,32,1,0
40,1,374764,6,10,3,3,1,1,1,0,0,40,1,0
35,1,32528,2,9,2,3,2,1,1,0,0,45,1,0
25,4,50053,1,13,1,12,1,1,1,0,0,45,1,0
58,1,212864,2,9,3,3,1,1,1,0,0,40,1,0
39,1,30673,6,10,3,3,1,1,1,0,0,50,1,1
69, ,248248,16,2,2, ,2,3,1,0,0,34,16,0
23,1,419554,2,9,2,2,2,1,1,0,0,54,1,0
32,6,177216,1,13,1,4,1,1,0,0,0,40,1,0
48,1,118158,7,12,2,8,2,1,1,0,0,44,1,0
41,1,116391,1,13,2,3,2,1,1,0,0,40,6,0
74,1,194312,5,5,5,7,1,1,1,0,0,10, ,0
43,1,111895,1,13,2,4,2,1,1,0,0,50,1,1
18,1,193290,6,10,1,5,4,1,1,0,1721,20,1,0
24,4,287988,1,13,1,14,1,1,1,0,0,40,1,0
58,1,147653,6,10,2,1,3,1,0,0,0,32,1,0
54,1,117674,4,14,2,4,2,1,1,0,0,40,1,1
60,1,187458,9,4,2,7,2,1,1,0,0,40,1,0
28,1,410351,6,10,2,9,2,1,1,0,0,40,1,0
41,1,207578,2,9,2,8,2,1,1,0,0,40,1,1
62, ,55621,6,10,2, ,2,2,1,0,0,35,1,1
27,6,271243,6,10,3,1,5,2,1,0,0,40,19,0
30,1,188798,6,10,3,5,4,1,0,0,0,20,1,0
63,5,168656,1,13,3,7,1,2,1,0,0,35,7,0
33,1,460408,2,9,1,6,1,1,1,3325,0,50,1,0
34,1,241885,2,9,2,8,2,1,1,0,0,45,1,0
20, ,133061,5,5,1, ,4,1,1,0,0,40,1,0
51,1,194097,2,9,2,11,2,1,1,0,0,40,1,0
21,1,219137,13,6,1,5,4,2,1,0,0,25,1,0
50,1,31621,2,9,2,7,2,1,1,0,0,40,1,1
43,1,207685,2,9,2,10,2,1,1,0,0,40,1,0
27,1,57052,2,9,2,7,2,1,1,2885,0,40,1,0
19,1,109854,2,9,1,1,4,1,0,0,0,40,1,0
20, ,369678,2,9,1, ,1,4,1,0,0,43,1,0
17,1,53611,14,8,1,5,4,1,0,0,0,6,1,0
47,1,344916,7,12,3,8,1,2,1,0,0,40,1,0
25,5,198813,1,13,1,1,6,2,0,0,0,40,1,0
71,1,180733,4,14,1,5,1,1,0,0,0,20,1,0
21,1,188073,2,9,1,10,4,2,0,0,0,40,1,0
69, ,159077,3,7,2, ,2,1,1,0,0,48,1,0
48,1,174829,7,12,2,10,2,1,1,0,0,40,1,0
57,1,142791,9,4,5,6,6,1,0,0,1602,3,1,0
58,2,43221,6,10,2,9,2,1,1,0,2415,40,1,1
34,1,188736,2,9,2,10,6,4,0,0,0,20,30,0
33,5,222654,6,10,2,3,2,1,1,0,0,66, ,0
56,1,251836,12,3,2,5,2,1,1,0,0,40, ,0
40,4,112388,4,14,1,4,1,1,1,0,0,40,1,0
28,1,209641,2,9,1,5,1,1,1,0,0,32,1,0
42,1,313945,4,14,2,6,2,1,1,0,0,40,27,0
19, ,134974,6,10,1, ,4,1,0,0,0,20,1,0
41,1,152742,8,11,3,12,1,1,0,3325,0,40,1,0
28,3,153291,2,9,1,1,4,1,0,0,0,35,1,0
40,1,353432,13,6,3,10,1,1,0,0,0,35,1,0
23,1,96635,6,10,1,10,4,3,1,0,0,30,1,0
46, ,202560,2,9,2, ,3,1,0,0,0,40,1,1
39,1,150057,4,14,1,6,1,1,1,0,0,50,1,1
39,1,114844,1,13,1,6,1,1,1,0,1876,50,1,0
45,1,132847,2,9,1,3,1,1,0,0,0,40,1,0
21, ,41356,6,10,1, ,4,1,0,0,0,35,1,0
50,2,93705,6,10,3,6,1,1,0,0,0,40,1,0
33,1,309350,2,9,2,1,2,1,1,0,0,40,1,0
34,1,123084,3,7,2,10,4,1,0,0,0,40,1,0
55,1,174662,2,9,2,8,2,1,1,0,0,32,1,0
62,4,177295,2,9,5,1,5,1,0,0,0,40,1,0
31,1,211880,1,13,2,6,2,1,1,0,0,40,1,0
35,2,454915,5,5,2,7,2,1,1,0,0,40,1,0
30,1,232475,2,9,6,7,1,1,1,0,0,40,1,0
57,3,244605,6,10,2,6,2,1,1,0,0,50,1,1
50,1,150876,2,9,2,2,2,2,1,0,1887,55,1,1
51,1,257337,2,9,2,8,2,1,1,0,0,50,1,0
47,1,329144,2,9,2,6,2,1,1,4386,0,45,1,1
37,1,116960,1,13,1,4,1,1,1,0,0,45,1,1
58,1,267663,9,4,2,8,2,1,1,0,0,40,21,0
39,1,47871,1,13,3,2,5,1,0,0,0,50,1,1
34,1,295922,6,10,1,10,1,1,1,0,0,40,3,1
45,1,175625,2,9,6,1,5,1,0,0,0,38,1,0
19, ,129586,6,10,1, ,4,1,1,0,0,40,1,0
42,1,190179,1,13,2,4,2,1,1,99999,0,40,1,1
40,1,168071,8,11,3,12,1,1,1,3325,0,40,1,0
39,2,202027,11,15,2,4,2,1,1,0,1977,50,1,1
36,1,202662,4,14,2,4,2,1,1,0,0,40,1,1
56,1,101436,2,9,3,1,6,4,0,0,0,35,1,0
19, ,119234,6,10,1, ,6,1,0,0,0,15,1,0
37,1,360743,6,10,2,3,2,2,1,0,0,40,1,1
60,5,93272,2,9,2,5,2,1,1,0,0,40,1,0
56,1,145574,2,9,2,7,2,1,1,0,0,40,1,1
51,1,101722,9,4,2,2,2,4,1,3908,0,47,1,0
34,1,135785,1,13,1,4,1,1,0,0,0,36,1,0
23, ,218415,6,10,1, ,4,1,0,0,0,10,1,0
19,1,127709,2,9,1,9,4,2,1,0,0,30,1,0
37,4,448337,2,9,1,2,5,2,0,0,0,40,1,0
58,1,310320,1,13,2,2,2,1,1,0,0,40,1,1
33,1,251521,3,7,1,1,1,1,0,0,0,35,1,0
39,1,255503,1,13,1,2,1,1,1,0,0,40,1,1
36,1,116608,2,9,1,1,1,1,0,4865,0,40,1,0
26,1,71009,1,13,1,4,1,3,0,0,0,40,16,0
22,1,174975,8,11,1,12,4,1,0,0,0,36,1,0
32,1,108023,4,14,1,1,1,1,1,0,0,40,1,0
17,1,204018,3,7,1,6,5,1,1,0,0,15,1,0
57, ,366563,6,10,3, ,1,1,0,0,0,40,1,0
68,1,121846,9,4,5,5,5,4,0,0,0,20,1,0
70,1,278139,2,9,2,6,2,1,1,3432,0,40,1,0
30,1,114691,2,9,1,9,4,1,1,0,0,40,1,0
19,6,536725,6,10,1,1,6,1,0,0,0,15,9,0
51,1,94432,2,9,2,4,2,1,1,0,0,40,1,0
19,1,286002,6,10,1,1,6,1,1,0,0,30,33,0
47,1,101684,2,9,2,7,2,1,1,0,0,40,1,0
41,1,352834,1,13,2,4,2,1,1,7688,0,55,1,1
36,1,99146,6,10,2,10,2,1,1,0,1887,40,1,1
30,1,231413,6,10,2,7,2,1,1,0,0,40,1,1
26,1,158846,2,9,2,10,2,1,1,0,0,45,1,0
41,5,190786,1,13,3,4,1,1,1,0,0,20,1,0
25,1,306513,6,10,2,1,2,1,1,0,0,45,1,0
62,1,152148,5,5,2,5,2,1,1,0,0,40,1,0
23,1,309580,4,14,1,4,1,1,1,0,0,40,1,0
26, ,130832,1,13,1, ,5,1,0,0,0,10,1,0
25,1,194897,2,9,1,6,4,4,1,6849,0,40,1,0
30,1,130078,1,13,1,6,1,1,0,0,0,45,1,0
48,1,39986,2,9,1,3,1,1,1,0,0,40,1,0
20,1,379198,2,9,1,5,6,4,1,0,0,40,21,0
51,1,189762,6,10,2,2,3,1,0,0,0,15,1,1
19,1,178147,6,10,1,3,4,1,1,0,0,10,1,0
31,1,332379,2,9,1,10,1,1,1,0,0,40,1,0
36,1,175759,1,13,2,2,2,1,1,7298,0,50,1,1
21, ,262062,6,10,1, ,4,1,0,0,0,40,1,0
40,1,275446,2,9,1,6,4,2,1,0,0,40,1,0
30,2,278522,3,7,1,9,4,2,1,0,0,40,1,0
28,2,54683,6,10,1,7,1,1,1,0,1590,40,1,0
57,1,136107,5,5,2,7,2,2,1,0,0,40,1,1
18,1,205894,3,7,1,6,4,1,1,0,0,15,1,0
54,1,210736,2,9,2,7,2,1,1,0,0,40,1,1
32,1,166634,2,9,2,10,2,2,1,0,0,40,1,0
52,1,185283,4,14,1,4,1,1,1,0,0,40,1,0
27,1,180553,2,9,6,10,5,1,0,0,0,40,1,0
45,1,199058,1,13,2,2,2,1,1,0,0,48, ,0
18,1,145005,6,10,1,5,4,1,1,0,0,20,1,0
37,2,184655,2,9,1,7,1,1,1,0,0,35,1,0
52,1,358554,2,9,2,10,2,2,1,0,0,40,1,1
59,1,307423,5,5,1,5,1,2,1,0,0,50,1,0
27,1,472070,8,11,1,10,1,1,1,0,0,40,1,0
43,4,115562,2,9,2,10,2,1,1,0,0,40,1,0
56,1,32446,6,10,2,7,2,1,1,0,0,40,1,1
44,2,33121,6,10,2,9,2,1,1,0,0,72,1,0
37,1,183345,8,11,1,7,1,1,1,0,0,45,1,0
28,1,119793,8,11,3,2,1,1,1,10520,0,50,1,1
48,2,97883,2,9,6,5,6,1,0,0,0,25,1,0
58,2,31732,1,13,2,2,2,1,1,0,0,50,1,0
29,1,206250,2,9,2,7,2,1,1,0,0,45,1,0
37,1,103323,7,12,2,6,2,1,1,0,0,40,1,0
35,3,135436,11,15,2,4,2,1,1,0,0,50,1,1
36,1,376455,8,11,3,7,1,1,1,0,0,38,1,0
52,1,160703,2,9,2,1,2,1,1,0,0,48,1,0
30,1,131699,2,9,3,8,1,1,1,0,0,40,1,0
22,1,243842,5,5,1,7,4,1,1,0,0,40,1,0
55,2,349910,7,12,2,6,2,1,1,0,0,60,1,0
61,1,170262,2,9,2,2,3,1,0,15024,0,38,1,1
33,1,184306,2,9,3,3,5,1,1,0,0,30,1,0
46,1,224202,6,10,2,6,2,1,1,0,0,50,1,0
64,1,151540,3,7,5,12,5,1,0,0,0,16,1,0
28,1,231197,13,6,4,7,5,1,1,0,0,40,21,0
19,1,279968,2,9,1,1,1,1,0,0,0,42,1,0
36,1,162651,2,9,6,1,1,1,1,0,0,40,30,0
43,2,130126,1,13,2,7,2,1,1,0,0,40,1,1
39,2,160120,10,16,3,1,6,4,1,0,0,40, ,0
56,1,161662,1,13,2,2,2,1,1,0,0,42,1,1
24,5,201664,6,10,1,11,4,1,1,0,0,40,1,0
40,1,137142,2,9,2,6,2,1,1,0,0,60,1,0
45,3,122206,7,12,2,2,2,1,1,0,0,50,1,1
56,5,183169,4,14,5,4,1,1,0,0,0,40,1,0
46,1,126513,2,9,6,7,5,2,0,0,0,40, ,0
35,4,185053,1,13,1,4,4,1,0,0,0,40,1,0
36,2,408427,11,15,2,4,2,1,1,0,0,60,1,1
50,2,198581,11,15,2,4,2,1,1,0,0,50,1,1
61,1,199198,9,4,5,5,1,2,0,0,0,21,1,0
31,1,184306,8,11,1,8,4,1,1,0,1980,60,1,0
63,1,172740,6,10,2,4,2,1,1,0,0,40,1,0
41,1,205153,8,11,2,2,2,1,1,0,0,40,1,0
48,1,164964,2,9,2,10,2,1,1,0,0,40,1,0
45,1,162606,2,9,3,6,1,1,0,0,0,35,1,0
24,1,179627,2,9,2,10,2,1,1,0,0,40,1,0
34,1,103408,6,10,3,4,1,2,1,0,0,40,6,1
27,1,36440,1,13,1,6,1,1,0,0,0,40,1,0
26,1,57512,8,11,1,7,4,1,1,0,0,48,1,0
27,1,187981,2,9,1,3,4,1,1,0,0,40,1,0
55,1,393768,8,11,2,2,2,1,1,0,0,40,1,0
38,1,108726,2,9,2,2,2,1,1,0,0,40,1,1
31,1,180551,2,9,2,1,3,1,0,0,0,40,1,1
51,2,176240,7,12,2,6,2,1,1,0,0,40,1,1
56,1,70720,14,8,2,4,2,1,1,0,0,40,1,1
39,1,35890,7,12,2,10,2,1,1,0,0,40,1,0
50,1,283676,6,10,2,7,2,1,1,0,0,40,1,1
34,5,105540,1,13,2,4,2,1,1,0,2051,40,1,0
44,1,408717,2,9,3,6,1,1,1,3674,0,50,1,0
21,1,57916,2,9,1,11,4,1,1,0,0,40,1,0
37,1,177974,6,10,2,10,2,1,1,0,0,70,1,0
34, ,177304,13,6,3, ,1,1,1,0,0,40,30,0
18,1,115839,14,8,1,1,1,1,0,0,0,30,1,0
34, ,205256,2,9,2, ,2,1,1,2885,0,80,1,0
38,1,117802,2,9,2,10,2,1,1,0,0,65,1,1
19,1,211355,2,9,1,1,4,1,1,0,0,12,1,0
46,1,173243,2,9,2,7,2,1,1,0,0,40,1,0
19,1,343200,6,10,1,6,4,1,0,0,0,25,1,0
22,1,401690,6,10,1,6,4,1,0,0,0,20,21,0
38,1,196123,2,9,2,7,2,1,1,0,0,50,1,0
33,1,168981,4,14,3,2,4,1,0,14084,0,50,1,1
83,2,213866,2,9,5,2,1,1,1,0,0,8,1,0
34,1,55176,6,10,2,12,2,1,1,0,0,40,1,1
38,1,153976,2,9,2,7,2,1,1,0,0,40,1,0
33,1,119176,6,10,5,1,5,1,0,0,0,40,1,0
27,1,169117,2,9,2,1,3,2,0,0,1887,40,1,1
38,1,156550,2,9,2,7,2,1,1,0,0,60,1,0
25,1,109609,6,10,1,5,1,1,1,0,0,25,1,0
38,1,26698,2,9,2,12,2,1,1,0,0,40,1,0
52,1,236497,1,13,2,2,2,1,1,0,0,48,1,1
33,6,306309,4,14,1,4,1,1,1,0,0,50,1,0
17,1,242773,3,7,1,5,4,1,0,0,0,20,1,0
28,1,124680,1,13,1,2,1,1,0,6849,0,60,1,0
52,5,43909,2,9,3,1,5,2,0,0,0,40,1,0
34,1,112820,2,9,6,3,1,1,1,2463,0,40,1,0
25,1,148300,1,13,1,4,4,1,0,0,0,15,1,0
17,1,133449,5,5,1,5,4,2,1,0,0,26,1,0
22,1,263670,2,9,1,5,4,2,1,0,0,80,1,0
22,1,276494,2,9,1,3,1,2,1,0,0,40,1,0
46,1,190115,6,10,2,6,2,1,1,0,1887,40,1,1
58,1,317479,2,9,3,10,1,2,0,0,0,40,1,0
39,1,151248,6,10,3,6,6,1,0,0,0,35,1,0
59,5,130532,6,10,5,5,1,1,0,0,0,40,18,0
61,1,160062,2,9,2,1,2,1,1,0,0,40,1,0
32,1,299635,8,11,2,7,2,1,1,0,0,45,1,0
50,1,171225,1,13,2,2,2,3,1,0,0,40,16,1
51,1,33304,2,9,2,7,2,1,1,0,0,40,1,0
43,1,95634,1,13,2,5,3,3,0,0,0,45, ,0
20,1,243878,6,10,1,7,4,1,1,0,0,40,1,0
38,5,181721,1,13,2,2,2,2,1,0,0,40,1,0
44,4,201435,8,11,2,7,2,2,1,0,0,40,1,1
28,1,334032,8,11,1,6,1,1,1,0,0,50,1,0
50,1,220019,4,14,2,4,3,1,0,0,0,40,1,0
53,1,71772,10,16,3,4,1,1,1,0,0,50,1,0
42,2,27661,1,13,2,6,2,1,1,0,0,45,1,0
47,1,191411,4,14,2,4,2,3,1,0,0,45,8,0
39,1,123945,2,9,2,1,3,1,0,0,0,40,1,1
38,2,37778,2,9,1,9,1,1,1,0,0,60,1,0
34,6,171216,1,13,1,4,4,1,1,0,0,50,1,0
40,1,93955,6,10,2,4,3,1,0,0,0,40,1,0
63,1,163809,6,10,5,6,1,1,0,0,0,20,1,0
53,1,346754,6,10,2,2,3,1,0,0,0,40,1,1
43,1,188436,8,11,3,4,1,1,1,0,0,48,1,0
28,1,72443,6,10,1,2,1,1,1,0,1669,60,1,0
68,1,186350,2,9,5,2,1,1,0,0,0,10,1,1
22, ,214238,9,4,1, ,5,1,0,0,0,40,21,0
46,6,394860,1,13,2,4,2,1,1,0,0,38,1,0
57,1,262642,2,9,1,1,6,1,0,0,0,40,1,0
38,1,125550,2,9,3,1,1,1,0,0,0,35,1,0
66,1,192504,4,14,2,6,2,1,1,0,0,40,1,0
29,1,131310,7,12,1,6,4,1,0,0,0,40,1,0
54,1,249322,1,13,2,6,2,1,1,7688,0,50,1,1
38,1,172755,2,9,1,4,1,1,1,0,0,40,1,0
35,1,209993,3,7,6,13,5,1,0,0,0,8,21,0
30,1,166961,1,13,1,4,4,1,0,0,0,37,1,0
39,1,315291,2,9,1,1,5,2,0,0,0,40,1,0
31,1,284703,4,14,1,4,1,2,1,0,0,40,1,0
